"Urun_Ad",Marka,Seri,"Urun_URL",SSD,"Islemci_Turu","Islemci_Nesli","Islemci_Modeli","Islemci_Cekirdek_Sayisi","Islemci_Hizi","Ekran_Kart","Ekran_Karti_Modeli","Ekran_Karti_Tipi","Ekran_Karti_Hafizasi",RAM,"RAM_Frekans","Ram_Turu","Cozunurluk_Format","Ekran_Boyutu","Ekran_Cozunurlugu","Ekran_Yenileme_Hizi","Panel_Tipi","Isletim_Sistemi",Agirlik,"Pil_Gucu",Fiyat
"MacBook Pro M4 Max 36 GB 1 TB SSD 16.2"" MX2V3TU/A Gümüş",MacBook,"MacBook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-m4-max-36-gb-1-tb-ssd-16-2-mx2v3tu-a-gumus-fiyati,812152489.html","1 TB","Apple M4",,"Apple M4 Max",14,,,,"Paylaşımlı","6 GB","36 GB","3200 MHz",DDR4,"Full HD","16.2 inç","3456x2234 px","144 Hz",IPS,macOS,,"60 Wh","169.999"
"MacBook Air M3 24 GB 512 GB SSD 15.3"" MC9K4TU/A Yıldız Işığı",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-air-m3-24-gb-512-gb-ssd-15-3-mc9k4tu-a-yildiz-isigi-fiyati,824232757.html","512 GB","Apple M3",,"Apple M3",8,,,,,"6 GB","24 GB","3200 MHz",DDR4,"Full HD","15.3 inç","2880x1864 px","144 Hz",IPS,macOS,,"66.50 Wh","56.399"
"MSI Creator Pro x18 A14VMG-484TR i9-14900HX 128 GB 4 TB SSD RTX5000 Ada 18"" WQUXGA Notebook",MSI,"MSI Creator Pro","https//www.akakce.com/laptop-notebook/en-ucuz-msi-creator-pro-x18-a14vmg-484tr-i9-14900hx-128-gb-4-tb-ssd-rtx5000-ada-18-wquxga-notebook-fiyati,863748297.html","4 TB","Intel Core i9","14. Nesil","i9-14900HX",24,"2.20 GHz",,"RTX 5000 Ada",Harici,"16 GB","128 GB","5600 MHz",DDR5,"Full HD","18 inç","3840x2400 px","120 Hz","IPS Level","Free Dos",,"99.90 Wh","309.699"
"Lenovo ThinkPad E16 Gen 2 21MA006STX Ultra 7 155H 16 GB 512 GB SSD Arc Graphics 16"" WUXGA Notebook",Lenovo,"Lenovo ThinkPad Gen 2","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-e16-gen-2-21ma006stx-ultra-7-155h-16-gb-512-gb-ssd-arc-graphics-16-wuxga-notebook-fiyati,884040902.html","512 GB","Intel Core Ultra 7",,155H,16,"1.40 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",LPDDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.81","57 Wh","37.400"
"HP ProBook 455 G10 854S1ES Ryzen 5 7530U 8 GB 512 GB SSD Radeon Graphics 15.6"" Full HD Notebook",HP,"HP ProBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-455-g10-854s1es-ryzen-5-7530u-8-gb-512-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,897466379.html","512 GB","AMD Ryzen 5",,,6,"2.00 GHz",,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"51 Wh","17.039"
"HP OmniBook Ultra Flip 14-FH002NT B46ZGEA Ultra 7 256V 16 GB 1 TB SSD Arc Graphics 14"" İkisi Bir Arada Notebook",HP,"HP OmniBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-omnibook-ultra-flip-14-fh002nt-b46zgea-ultra-7-256v-16-gb-1-tb-ssd-arc-graphics-14-ikisi-bir-arada-notebook-fiyati,912400895.html","1 TB","Intel Core Ultra 7",,256V,8,"2.20 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","2880x1800 px","120 Hz",IPS,"Windows 11 Home",,"64 Wh","61.740"
"Casper Nirvana X600.7430-DX00X-G-F Ryzen 5 7430U 32 GB 2 TB SSD Radeon Graphics 15.6"" Full HD Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-7430-dx00x-g-f-ryzen-5-7430u-32-gb-2-tb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,914966520.html","2 TB","AMD Ryzen 5",,7430U,6,"2.30 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.6","38 Wh","20.562"
"Casper Nirvana X600.1342-8V00X-G-F i5-13420H 8 GB 500 GB SSD UHD Graphics 15.6"" Full HD Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-1342-8v00x-g-f-i5-13420h-8-gb-500-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,914973528.html","500 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.6","38 Wh","17.515"
"Asus Vivobook 15 X1504VA-NJ1422 i5-1355U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-x1504va-nj1422-i5-1355u-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,925161543.html","512 GB","Intel Core i5","13. Nesil","i5-13600KF",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Free Dos",,"42 Wh","18.129"
"Asus Zenbook DUO UX8406CA-PZ207W Ultra 9 285H 32 GB 2 TB SSD Arc Graphics 14"" Notebook",Asus,"Asus Zenbook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-zenbook-duo-ux8406ca-pz207w-ultra-9-285h-32-gb-2-tb-arc-graphics-14-notebook-fiyati,940738923.html","2 TB","Intel Core Ultra 9",,285H,16,"2.90 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",LPDDR5x,"Full HD","14 inç","2880x1800 px","120 Hz",IPS,"Windows 11 Home","1.39","75 Wh","123.299"
"Casper Nirvana S100.1362-DF00R-G-F i7-13620H 32 GB 1 TB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s100-1362-df00r-g-f-i7-13620h-32-gb-1-tb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,949695093.html","1 TB","Intel Core i7","13. Nesil","i7-13620H",10,"3.60 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","32 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional","1.8","54.72 Wh","32.899"
"Casper Nirvana S200.1362-EX00X-G-F i7-13620H 64 GB 2 TB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s200-1362-ex00x-g-f-i7-13620h-64-gb-2-tb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,949695117.html","2 TB","Intel Core i7","13. Nesil","i7-13620H",10,"3.60 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","64 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.8","54.72 Wh","34.299"
"Casper Nirvana S100.1362-BF00R-G-F i7-13620H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s100-1362-bf00r-g-f-i7-13620h-16-gb-1-tb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,949695131.html","1 TB","Intel Core i7","13. Nesil","i7-13620H",10,"3.60 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional","1.8","54.72 Wh","30.699"
"Casper Nirvana S100.1342-BV00P-G-F i5-13420H 16 GB 500 GB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s100-1342-bv00p-g-f-i5-13420h-16-gb-500-gb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,949695168.html","500 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Home","1.8","54.72 Wh","24.099"
"Casper Nirvana S100.1362-BX00A-G-F i7-13620H 16 GB 2 TB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s100-1362-bx00a-g-f-i7-13620h-16-gb-2-tb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,949704546.html","2 TB","Intel Core i7","13. Nesil","i7-13620H",10,"3.60 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Home","1.8","54.72 Wh","31.699"
"HP EliteBook 830 G11 970Q4ET Ultra 7 155U 16 GB 512 GB SSD Intel Graphics 13.3"" WUXGA Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-830-g11-970q4et-ultra-7-155u-16-gb-512-gb-ssd-intel-graphics-13-3-wuxga-notebook-fiyati,960211884.html","512 GB","Intel Core Ultra 7",,155U,12,"1.20 GHz",Intel,"Intel Graphics","Paylaşımlı","6 GB","16 GB","7500 MHz",LPDDR5x,WUXGA,"13.3 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional",,"56 Wh","53.593"
"Asus Vivobook 15 X1504VA-NJ1578 i7-1355U 16 GB 512 GB Iris Xe Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-x1504va-nj1578-i7-1355u-16-gb-512-gb-iris-xe-graphics-15-6-full-hd-notebook-fiyati,974373746.html","512 GB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Free Dos","1.7","42 Wh","23.999"
"Lenovo Ideapad 5 14IRH9 83KX005CTR i5-13420H 8 GB 512 GB SSD UHD Graphics 14"" WUXGA İkisi Bir Arada Notebook",Lenovo,"Lenovo Ideapad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-5-14irh9-83kx005ctr-i5-13420h-8-gb-512-gb-ssd-uhd-graphics-14-wuxga-ikisi-bir-arada-notebook-fiyati,974379808.html","512 GB","Intel Core i5",,"i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","5200 MHz",LPDDR5,WUXGA,"14 inç","1920x1080 px","60 Hz",IPS,"Windows 11 Home","1.6","57 Wh","34.599"
"Lenovo V15 ADA 82C70061TX Ryzen 3 3250U 4 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-ada-82c70061tx-amd-ryzen-3-3250u-4gb-256gb-ssd-15-6-full-hd-freedos-notebook-fiyati,1011386040.html","256 GB","AMD Ryzen 3",,3250U,2,"2.6 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos",,"60 Wh","15.999"
"HP 255 G8 27K40EA Ryzen 5-3500U 8 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",HP,"HP 255","https//www.akakce.com/laptop-notebook/en-ucuz-hp-255-g8-27k40ea-ryzen-5-3500u-8-gb-256-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,1157514198.html","256 GB","AMD Ryzen 5",,3500U,4,"2.10 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"41 Wh","16.999"
"HP 255 G8 4P3L0ES Ryzen 7-5700U 16 GB 512 GB SSD Radeon Graphics 15.6"" Full HD Notebook",HP,"HP 255","https//www.akakce.com/laptop-notebook/en-ucuz-hp-255-g8-4p3l0es-ryzen-7-5700u-16-gb-512-gb-ssd-15-6-w10h-fhd-dizustu-bilgisayar-fiyati,1555962863.html","512 GB","AMD Ryzen 7",,5700U,8,"1.80 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"41 Wh","21.130"
"Dell Vostro 3420 N2010VNB3420EMEA_U i5-1135G7 8 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Dell,"Dell Vostro","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3420-i5-1135g7-8gb-512gb-ssd-14-0-notebook-n2010vnb3420emea-u-fiyati,2020528629.html","512 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",WVA,Linux,,"41 Wh","20.357"
"Lenovo V15 G2 ITL 82KB00GQTX i5-1135G7 8 GB 256 GB SSD MX350 15.6"" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g2-itl-82kb00gqtx-i5-1135g7-8gb-256gb-ssd-2gb-mx350-freedos-15-6-fhd-notebook-fiyati,2091697473.html","256 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",NVIDIA,MX350,Harici,"2 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.7","38 Wh","24.950"
"Lenovo Yoga Slim 6 82WU006YTX02 I5-1240P 8gb 2tbssd 14"" Fullhd+ W11H Taşınabilir Bilgisayar",Lenovo,"Lenovo Yoga","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-yoga-slim-6-82wu006ytx02-i5-1240p-8gb-2tbssd-14-fullhd-w11h-tasinabilir-bilgisayar-fiyati,286053873.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","31.275"
"HP EliteBook 650 G10 8A573EA i5-1335U 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-650-g10-8a573ea-i5-1335u-16-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,381621895.html","512 GB","Intel Core i5","13. Nesil","i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"51 Wh","30.899"
"LENOVO ThinkPad X1 Carbon Gen 11 Intel Core i7-1355U 32GB 1TB SSD 14'' WUXGA Windows 11 Pro Taşınabilir Bilgisayar 21HNS226TTX003",LENOVO,"Lenovo ThinkPad X1","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-x1-carbon-gen-11-intel-core-i7-1355u-32gb-1tb-ssd-14-wuxga-windows-11-pro-tasinabilir-bilgisayar-21hns226ttx003-fiyati,434984510.html","1 TB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",,,,"6 GB","32 GB","3200 MHz",DDR4,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Free Dos",,"57 Wh","92.000"
"Dell Vostro 3520 N1611pvnb3520u06 İ5-1235u 32gb 512ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar",Dell,"Dell Vostro","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3520-n1611pvnb3520u06-i5-1235u-32gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyati,445307412.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","19.545"
"Lenovo ThinkPad E16 Gen 1 21JN00FSTX i7-1355U 16 GB 512 GB SSD MX550 16"" WUXGA Notebook",Lenovo,"Lenovo ThinkPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-e16-gen-1-21jn00fstx-i7-1355u-16-gb-512-gb-ssd-mx550-16-wuxga-notebook-fiyati,583183381.html","512 GB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",NVIDIA,MX550,Harici,"2 GB","16 GB","3200 MHz",DDR4,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.81","57 Wh","45.214"
"Lenovo Ideapad 1 Amd Ryzen 7 5700U 32GB Ram 512GB SSD 15.6"" Fullhd Windows 11 Taşınabilir Bilgisayar 82R4006GTR + Çanta Hediye Serytech",Lenovo,"Lenovo Ideapad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-amd-ryzen-7-5700u-32gb-ram-512gb-ssd-15-6-fullhd-windows-11-tasinabilir-bilgisayar-82r4006gtr-canta-hediye-serytech-fiyati,584992163.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","22.899"
"Lenovo Thinkpad T14 Gen 4 Intel Core I7-1355U 16GB 512GB SSD 14"" Wuxga Windows 11 Pro Taşınabilir Bilgisayar 21HES91FTX 015",Lenovo,"Lenovo Thinkpad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-t14-gen-4-intel-core-i7-1355u-16gb-512gb-ssd-14-wuxga-windows-11-pro-tasinabilir-bilgisayar-21hes91ftx-015-fiyati,631843410.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","47.200"
"Lenovo Thinkbook 16 Gen6 Amd Ryzen 7 7730U 16GB 512GB SSD Amd Radeon Graphics Windows 11 Home 16"" Wuxga 300NIT Taşınabilir Bilgisayar 21KK000WTRH01 + Zetta Çanta",Lenovo,"Lenovo Thinkbook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16-gen6-amd-ryzen-7-7730u-16gb-512gb-ssd-amd-radeon-graphics-windows-11-home-16-wuxga-300nit-tasinabilir-bilgisayar-21kk000wtrh01-zetta-canta-fiyati,639786040.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.114"
"Asus B3402FBA-I58511 Intel Core I5-1235U 16GB 512GB SSD WINDOWS11HOME 14'' Fhd Dokunmatik Taşınabilir Bilgisayar AI58512B1D14+WEBLEGELSINÇANTA",Asus,"Asus B3402FBA-I58511","https//www.akakce.com/laptop-notebook/en-ucuz-asus-b3402fba-i58511-intel-core-i5-1235u-16gb-512gb-ssd-windows11home-14-fhd-dokunmatik-tasinabilir-bilgisayar-ai58512b1d14-weblegelsincanta-fiyati,639786330.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.510"
"Lenovo Thinkbook 16 G6 Abp 21KK000WTRV9 Amd Ryzen 7-7730U 64GB Ddr4 1tb SSD 16 Inç Wuxga Freedos Laptop",Lenovo,"Lenovo Thinkbook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16-g6-abp-21kk000wtrv9-amd-ryzen-7-7730u-64gb-ddr4-1tb-ssd-16-inc-wuxga-freedos-laptop-fiyati,774101891.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","32.667"
"Lenovo IdeaPad 1 15IAU7 82QD00GMTX i3-1215U 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-15iau7-82qd00gmtx-i3-1215u-8-gb-512-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,785512139.html","512 GB","Intel Core i3","12. Nesil","i3-1215U",6,"3.3 GHz",,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos",,"42 Wh","12.899"
"Dell Inspiron 3520 i5-1235U 8 GB 256 GB SSD 15.6"" Intel UHD Graphics 120Hz FHD Freedos I352010030U BT1",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3520-i5-1235u-8-gb-256-gb-ssd-15-6-intel-uhd-graphics-120hz-fhd-freedos-i352010030u-bt1-fiyati,798995324.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","15.038"
"Dell Vostro 3530 N3404pvnb3530u11 İ5-1334U 32Gb 1Tbssd 15.6"" Fhd W11p Dizüstü Bilgisayar-Cnt012",Dell,"Dell Vostro","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3530-n3404pvnb3530u11-i5-1334u-32gb-1tbssd-15-6-fhd-w11p-dizustu-bilgisayar-cnt012-fiyati,809714435.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","24.511"
"Dell Latitude 7450 2in1 Ultra5 135U 16GB Ram 256GB SSD 14"" Touch W11P 5G LTE SIM",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-7450-2in1-ultra5-135u-16gb-ram-256gb-ssd-14-touch-w11p-5g-lte-sim-fiyati,825722953.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","59.901"
"Microsoft Surface Pro Copilot+ PC (11. Sürüm) ZHY-00019 - 13"" Touch - Snapdragon X Plus - 16GB Ram - 512 GB SSD - Win11H - 1 Yıl Garanti + Klavye",Microsoft,"Microsoft Surface","https//www.akakce.com/laptop-notebook/en-ucuz-microsoft-surface-pro-copilot-pc-11-surum-zhy-00019-13-touch-snapdragon-x-plus-16gb-ram-512-gb-ssd-win11h-1-yil-garanti-klavye-fiyati,912544015.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","65.180"
"Lenovo Thinkpad L14 21L2s17ntn Gen 5 Ultra 7 155U 16Gb Ram 512Gb Ssd 14"" Fhd Freedos Notebook",Lenovo,"Lenovo Thinkpad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-l14-21l2s17ntn-gen-5-ultra-7-155u-16gb-ram-512gb-ssd-14-fhd-freedos-notebook-fiyati,937753208.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","45.853"
"Casper Nirvana X600.7430-BU00X-G-F AMD Ryzen 5-7430U 16GB RAM 250GB NVME SSD Freedos Laptop",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-7430-bu00x-g-f-amd-ryzen-5-7430u-16gb-ram-250gb-nvme-ssd-freedos-laptop-fiyati,948394695.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","14.899"
"HP 250 G10 i5-1334U 8GB RAM 256GB SSD 15.6'' FHD W11H Uma Siyah Notebook B2NC9ES",HP,"HP 250","https//www.akakce.com/laptop-notebook/en-ucuz-hp-250-g10-i5-1334u-8gb-ram-256gb-ssd-15-6-fhd-w11h-uma-siyah-notebook-b2nc9es-fiyati,949225519.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","15.999"
"Casper laptop - Garantili",Casper,"Casper laptop","https//www.akakce.com/laptop-notebook/en-ucuz-casper-laptop-garantili-fiyati,969899668.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","6.625"
"MacBook Pro MPXR2TU/A 8 GB 128 GB SSD Iris Plus Graphics 640 13.1"" Notebook",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-mpxr2tu-a-8-gb-128-gb-ssd-iris-plus-graphics-640-13-1-notebook-fiyati,84699416.html","128 GB","Intel Core i5","7. Nesil",,,"2.30 GHz",Intel,"Iris Plus Graphics 640","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","13.1 inç","2560x1600 px","144 Hz",IPS,macOS,,"60 Wh","20.249"
"Acer Aspire 3 15 A315-510P-33UH NX.KDHEY.004 i3-N305 4 GB 128 GB SSD UHD Graphics 15.6"" Full HD Notebook",Acer,"Acer Aspire 3","https//www.akakce.com/laptop-notebook/en-ucuz-acer-aspire-3-15-a315-510p-33uh-i3-n305-4-gb-128-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,215930135.html","128 GB","Intel Core i3",,"i3-N305",,"3.80 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,Linux,,"40 Wh","10.998"
"MacBook Pro M2 Pro 16 GB 1 TB SSD 14"" Notebook",MacBook,"MacBook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-m2-pro-16-gb-1-tb-ssd-14-notebook-fiyati,247807908.html","1 TB","Apple M2",,"Apple M2 Pro",12,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,macOS,,"70 Wh","78.699"
"Lenovo ThinkPad X13 Gen 3 21BN0033TX i7-1260P 16 GB 512 GB SSD Iris Xe Graphics 13.3"" WUXGA Notebook",Lenovo,"Lenovo ThinkPad Gen 3","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-x13-21bn0033tx-i7-1260p-16-gb-512-gb-ssd-iris-xe-graphics-13-3-wuxga-notebook-fiyati,275939864.html","512 GB","Intel Core i7","12. Nesil","i7-1260P",12,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","4800 MHz",LPDDR5,WUXGA,"13.3 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional",,"41 Wh","72.757"
